CustomerID,Age,Gender,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level
1501,32.0,Female,Bronze,175.28,4,4.1,False,21,Medium
1457,38.0,Female,Bronze,266.66,5,4.0,0,150,Medium
1482,43.0,,Bronze,93.83,8,,False,101,Medium
1498,41.0,Female,Bronze,$87.37,6,3.7,False,108,Medium
1161,48.0,Male,Silver,282.99,3,3.3,False,144,High
1414,58.0,Female,Silver,126.41,4,4.2,True,85,Medium
1224,60.0,Male,Bronze,199.36,3,4.8,True,145,High
1190,46.0,,Silver,68.68,4,4.1,False,165,Medium
1450,,Male,Silver,487.15,8,4.6,False,29,Low
1474,27.0,Male,Bronze,290.42,5,4.4,False,149,High
1253,62.0,Female,Silver,351.62,4,3.1,True,7,Medium
1387,65.0,Male,Silver,109.08,8,3.5,False,179,Medium
1207,23.0,,Bronze,82.35,4,4.5,False,10,High
